CUSTID,GENDER,DOB,EDATE,AGE,AGEGRP1,AGEGRP2,TV_REG,NGROUP,NEIGHBORHOOD,LCDATE,ORGANICS,BILL,REGION,CLASS,ORGYN,AFFL,LTIME
0007414242,F,1928-09-28,1998-02-23,69,60-80,60-70,London,A,03,1983-01-31,0,1262.01,South East,Silver,0,5,16
0007415575,,1954-05-28,1998-02-23,43,40-60,40-50,C Scotland,F,51,1993-11-26,0,0.009999999999999998,Scottish,Tin,0,13,5
0007419392,F,1923-04-21,1998-02-23,74,60-80,70-80,East,E,41,1994-05-16,0,5000,Midlands,Silver,0,7,4
0007420668,F,1920-06-22,1998-02-23,77,60-80,70-80,N West,C,20,1987-02-27,0,9025,North,Gold,0,4,11
0007426496,,1926-07-25,1998-02-23,71,60-80,70-80,,C,22,1997-03-03,0,6000,,Gold,0,9,1
0007426763,,1934-08-18,1998-02-23,63,60-80,60-70,S & S East,D,32,1991-08-28,0,3000,South East,Silver,0,14,7
0007428812,F,1937-04-13,1998-02-23,60,60-80,60-70,S West,C,23,1994-04-20,0,0.009999999999999998,South West,Tin,0,6,4
0007429355,U,1943-08-18,1998-02-23,54,40-60,50-60,S & S East,E,44,1996-08-21,0,2500,South East,Silver,0,13,2
0007432631,F,1930-07-23,1998-02-23,67,60-80,60-70,Wales & West,B,13,1994-11-21,1,10000,Midlands,Gold,1,11,4
0007433301,M,1940-10-18,1998-02-23,57,40-60,50-60,Border,C,19,1991-01-28,0,3000,Scottish,Silver,0,9,8
0007433808,,1962-05-27,1998-02-23,35,20-40,30-40,London,D,31,1990-01-31,1,0.009999999999999998,South East,Tin,1,6,9
0007433905,F,1932-06-29,1998-02-23,65,60-80,60-70,Ulster,,,1993-01-25,0,6000,Midlands,Gold,0,7,6
0007436696,F,1941-04-29,1998-02-23,56,40-60,50-60,Wales & West,B,08,1993-08-16,0,3000,Midlands,Silver,0,10,5
0007437277,U,1958-05-13,1998-02-23,39,20-40,30-40,S & S East,C,25,1990-02-01,0,250.01,South East,Silver,0,6,9
0007438060,,1955-06-21,1998-02-23,42,40-60,40-50,S West,F,52,1994-01-12,0,0.009999999999999998,South West,Tin,0,10,5
0007438257,F,1956-05-30,1998-02-23,41,40-60,40-50,London,D,33,1991-07-04,0,12155.32,South East,Gold,0,12,7
0007441371,F,1929-09-01,1998-02-23,68,60-80,60-70,London,C,21,1996-02-05,1,3000,South East,Silver,1,11,3
0007441592,F,1927-08-22,1998-02-23,70,60-80,70-80,Yorkshire,C,22,1997-10-10,0,3000,North,Silver,0,14,1
0007443277,M,1943-12-15,1998-02-23,54,40-60,50-60,Midlands,F,53,1988-07-19,0,0.009999999999999998,Midlands,Tin,0,7,10
0007443935,U,1942-04-28,1998-02-23,55,40-60,50-60,S & S East,D,27,1990-01-20,0,1700,South East,Silver,0,,9
0007445172,M,1934-08-22,1998-02-23,63,60-80,60-70,S & S East,E,44,1994-11-09,0,10000,South East,Gold,0,6,4
0007445695,M,1928-03-19,1998-02-23,69,60-80,60-70,London,A,04,1987-12-21,1,8505.32,South East,Gold,1,14,11
0007446012,F,1930-11-10,1998-02-23,67,60-80,60-70,London,C,22,1990-07-01,0,0.009999999999999998,South East,Tin,0,10,8
0007447655,F,1949-11-26,1998-02-23,48,40-60,40-50,S & S East,C,19,1988-07-07,0,9000,South East,Gold,0,7,10
0007448066,,1943-03-14,1998-02-23,54,40-60,50-60,London,E,40,1980-09-30,0,20000,South East,Gold,0,2,18
0007448317,M,1935-12-14,1998-02-23,62,60-80,60-70,East,C,25,1988-11-01,0,12000,Midlands,Gold,0,11,10
0007449992,F,1922-02-26,1998-02-23,76,60-80,70-80,East,E,44,1986-11-13,1,4000,Midlands,Silver,1,7,12
0007451067,U,1939-08-03,1998-02-23,58,40-60,50-60,Yorkshire,F,49,1992-12-18,0,0.009999999999999998,North,Tin,0,4,6
0007455062,F,1945-10-07,1998-02-23,52,40-60,50-60,Wales & West,D,32,1995-08-31,1,10000,Midlands,Gold,1,11,3
0007456735,M,1968-08-02,1998-02-23,29,20-40,20-30,C Scotland,B,10,1995-08-18,1,12000,Scottish,Gold,1,6,3
0007459017,F,1946-12-04,1998-02-23,51,40-60,50-60,S & S East,B,10,1993-02-02,0,0.009999999999999998,South East,Tin,0,4,6
0007463685,,1937-04-12,1998-02-23,60,60-80,60-70,Midlands,E,45,1996-04-02,0,3000,Midlands,Silver,0,4,2
0007479476,M,1945-08-11,1998-02-23,52,40-60,50-60,London,C,24,1990-09-01,0,0.009999999999999998,South East,Tin,0,4,8
0007484097,M,1928-04-16,1998-02-23,69,60-80,60-70,Wales & West,D,28,1994-12-22,0,10000,Midlands,Gold,0,12,4
0007486138,F,1961-08-15,1998-02-23,36,20-40,30-40,London,C,20,1993-08-06,1,10000,South East,Gold,1,,5
0007486685,F,1928-12-01,1998-02-23,69,60-80,60-70,London,A,01,1982-04-19,0,10000,South East,Gold,0,10,16
0007491158,F,1921-07-10,1998-02-23,76,60-80,70-80,East,E,41,1986-11-05,0,35042.92,Midlands,Platinum,0,8,12
0007492197,M,1927-02-21,1998-02-23,71,60-80,70-80,N West,B,08,1991-01-15,0,2000,North,Silver,0,6,8
0007501889,M,1956-02-28,1998-02-23,,,,London,D,29,1990-04-01,0,0.009999999999999998,South East,Tin,0,6,8
0007504268,F,1957-05-11,1998-02-23,40,40-60,40-50,East,E,38,1990-05-01,1,0.009999999999999998,Midlands,Tin,1,10,8
0007505868,U,1956-06-29,1998-02-23,41,40-60,40-50,London,A,04,1994-06-02,1,6000,South East,Gold,1,13,4
0007509138,M,1945-06-06,1998-02-23,52,40-60,50-60,London,A,03,1984-03-20,0,0.009999999999999998,South East,Tin,0,3,14
0007510160,M,1926-12-22,1998-02-23,71,60-80,70-80,Wales & West,B,08,1987-12-15,0,18266.309999999998,Midlands,Gold,0,6,11
0007511361,,1951-07-21,1998-02-23,46,40-60,40-50,Wales & West,A,02,1991-02-08,0,9000,Midlands,Gold,0,7,8
0007511566,F,1960-11-07,1998-02-23,37,20-40,30-40,London,A,03,1990-03-01,3,1500,South East,Silver,1,15,8
0007512422,F,1944-09-16,1998-02-23,53,40-60,50-60,East,E,45,1990-07-23,0,0.009999999999999998,Midlands,Tin,0,,8
0007512643,U,1938-10-13,1998-02-23,,,,Midlands,C,24,1995-10-04,0,3000,Midlands,Silver,0,5,3
0007512813,M,1962-07-18,1998-02-23,35,20-40,30-40,London,C,17,1995-03-09,2,1000,South East,Silver,1,20,3
0007512996,F,1932-07-28,1998-02-23,65,60-80,60-70,N West,F,52,1994-03-29,0,6053.339999999999,North,Gold,0,15,4
0007513534,M,1922-04-26,1998-02-23,75,60-80,70-80,London,C,19,1994-09-28,0,26000,South East,Platinum,0,10,4
0007513887,F,1951-06-25,1998-02-23,46,40-60,40-50,Yorkshire,C,22,1990-11-01,2,0.009999999999999998,North,Tin,1,18,8
0007514115,F,1939-12-28,1998-02-23,58,40-60,50-60,London,C,19,1981-04-30,0,6000,South East,Gold,0,9,17
0007514883,F,1931-01-06,1998-02-23,67,60-80,60-70,London,E,38,1995-01-04,0,10000,South East,Gold,0,5,4
0007515278,F,1933-11-04,1998-02-23,64,60-80,60-70,Wales & West,C,23,1993-11-09,1,0.019999999999999997,Midlands,Silver,1,8,5
0007517505,F,1942-02-04,1998-02-23,56,40-60,50-60,London,B,09,1995-07-03,0,5000,South East,Silver,0,7,3
0007518463,U,1959-03-10,1998-02-23,38,20-40,30-40,London,D,27,1990-04-01,0,0.009999999999999998,South East,Tin,0,7,8
0007519370,F,1946-10-24,1998-02-23,51,40-60,50-60,Midlands,D,28,1993-09-21,0,0.009999999999999998,Midlands,Tin,0,6,5
0007520581,F,1969-05-31,1998-02-23,28,20-40,20-30,Midlands,,,1997-09-12,0,600,Midlands,Silver,0,8,1
0007521340,F,1941-06-16,1998-02-23,56,40-60,50-60,N West,C,25,1991-04-01,0,0.009999999999999998,North,Tin,0,6,7
0007521685,,1945-10-09,1998-02-23,52,40-60,50-60,S & S East,E,37,1992-03-18,0,4000,South East,Silver,0,9,6
0007521774,M,1948-05-01,1998-02-23,49,40-60,40-50,London,C,18,1990-06-01,0,0.009999999999999998,South East,Tin,0,7,8
0007522193,,1952-12-12,1998-02-23,45,40-60,40-50,London,B,08,1996-03-25,0,6000,South East,Gold,0,5,2
0007522290,M,1955-09-16,1998-02-23,42,40-60,40-50,Midlands,F,53,1994-01-25,0,0.009999999999999998,Midlands,Tin,0,5,5
0007522568,F,1938-11-03,1998-02-23,,,,Midlands,B,10,1991-11-06,0,3000,Midlands,Silver,0,15,7
0007522894,F,1941-03-27,1998-02-23,56,40-60,50-60,London,C,21,1991-09-05,0,6107.639999999999,South East,Gold,0,9,7
0007523440,M,1946-12-19,1998-02-23,51,40-60,50-60,N East,C,22,1990-06-01,0,0.019999999999999997,North,Silver,0,7,8
0007525575,F,1948-05-08,1998-02-23,49,40-60,40-50,N West,C,18,1990-07-01,0,0.009999999999999998,North,Tin,0,6,8
0007534671,F,1933-09-04,1998-02-23,64,60-80,60-70,N West,B,08,1991-03-01,1,0.009999999999999998,North,Tin,1,12,7
0007543395,F,1930-02-05,1998-02-23,68,60-80,60-70,Midlands,D,27,1985-04-30,0,1081.8899999999999,Midlands,Silver,0,3,13
0007544596,U,1931-01-30,1998-02-23,,,,Midlands,E,44,1994-11-23,0,16000,Midlands,Gold,0,11,4
0007545517,F,1959-07-23,1998-02-23,38,20-40,30-40,East,D,27,1990-02-01,3,0.019999999999999997,Midlands,Silver,1,20,9
0007547625,F,1950-02-27,1998-02-23,48,40-60,40-50,N East,C,22,1993-12-23,0,0.009999999999999998,North,Tin,0,7,5
0007549660,U,1925-03-07,1998-02-23,73,60-80,70-80,Midlands,D,35,1991-10-16,0,3000,Midlands,Silver,0,8,7
0007567227,F,1963-09-14,1998-02-23,34,20-40,30-40,East,E,38,1994-03-29,1,5000,Midlands,Silver,1,10,4
0007572646,F,1963-04-14,1998-02-23,34,20-40,30-40,N West,E,41,1991-10-03,0,0.009999999999999998,North,Tin,0,11,7
0007578172,M,1947-09-23,1998-02-23,50,40-60,50-60,S & S East,C,22,1993-09-26,0,0.009999999999999998,South East,Tin,0,6,5
0007580754,F,1956-07-14,1998-02-23,41,40-60,40-50,S & S East,E,41,1991-08-01,0,100,South East,Silver,0,8,7
0007587686,M,1944-08-21,1998-02-23,,,,London,A,04,1983-02-03,0,10884.25,South East,Gold,0,7,16
0007590334,U,1921-08-14,1998-02-23,,,,S & S East,A,02,1994-01-05,0,1425,South East,Silver,0,7,5
0007594003,F,1967-01-31,1998-02-23,31,20-40,30-40,N West,B,13,1990-09-26,0,550,North,Silver,0,6,8
0007596405,M,1941-03-11,1998-02-23,56,40-60,50-60,S & S East,D,27,1990-07-01,0,0.009999999999999998,South East,Tin,0,8,8
0007598858,M,1953-08-30,1998-02-23,44,40-60,40-50,Midlands,D,35,1997-07-08,0,1198,Midlands,Silver,0,12,1
0007603908,F,1929-11-15,1998-02-23,68,60-80,60-70,Midlands,E,37,1972-03-09,0,8000.9,Midlands,Gold,0,11,26
0007609698,F,1927-06-10,1998-02-23,70,60-80,70-80,S & S East,F,52,1990-07-01,0,0.009999999999999998,South East,Tin,0,,8
0007614977,M,1971-01-20,1998-02-23,27,20-40,20-30,East,D,30,1994-03-11,0,1000,Midlands,Silver,0,12,4
0007615361,F,1940-01-09,1998-02-23,58,40-60,50-60,N East,B,12,1988-10-06,0,500,North,Silver,0,8,10
0007626312,,1966-05-15,1998-02-23,31,20-40,30-40,East,F,47,1995-01-17,2,1920,Midlands,Silver,1,18,4
0007629230,F,1954-09-15,1998-02-23,43,40-60,40-50,N West,E,44,1992-11-26,1,0.019999999999999997,North,Silver,1,9,6
0007646453,M,1920-03-19,1998-02-23,77,60-80,70-80,Wales & West,A,02,1993-08-25,0,1000,Midlands,Silver,0,3,5
0007647123,F,1929-03-16,1998-02-23,68,60-80,60-70,Yorkshire,C,18,1991-04-03,0,18158.67,North,Gold,0,8,7
0007649673,M,1923-06-13,1998-02-23,74,60-80,70-80,S & S East,B,12,1980-08-29,0,5329.73,South East,Gold,0,5,18
0007651740,,1925-01-12,1998-02-23,73,60-80,70-80,East,E,38,1994-03-01,0,0.009999999999999998,Midlands,Tin,0,12,4
0007652569,F,1955-02-02,1998-02-23,43,40-60,40-50,Wales & West,F,50,1990-03-01,0,0.009999999999999998,Midlands,Tin,0,8,8
0007655762,F,1946-08-05,1998-02-23,51,40-60,50-60,Midlands,B,14,1994-03-30,0,12053.34,Midlands,Gold,0,13,4
0007656505,F,1923-05-09,1998-02-23,74,60-80,70-80,Wales & West,D,27,1992-03-13,0,15660.64,Midlands,Gold,0,11,6
0007669771,F,1946-03-13,1998-02-23,51,40-60,50-60,London,B,12,1996-09-24,0,6000,South East,Gold,0,5,2
0007670001,M,1950-04-26,1998-02-23,47,40-60,40-50,Border,C,19,1994-03-11,0,0.009999999999999998,Scottish,Tin,0,12,4
0007670125,F,1926-09-01,1998-02-23,71,60-80,70-80,C Scotland,F,48,1986-07-02,0,7106,Scottish,Gold,0,16,12
0007671199,M,1945-01-26,1998-02-23,53,40-60,50-60,London,C,24,1994-04-26,0,0.009999999999999998,South East,Tin,0,,4
0007683669,,1948-04-16,1998-02-23,49,40-60,40-50,London,C,21,1994-10-10,0,6000,South East,Gold,0,6,4
0007685513,F,1926-05-01,1998-02-23,71,60-80,70-80,N West,F,46,1990-07-06,0,3000,North,Silver,0,5,8
0007685939,F,1955-10-20,1998-02-23,42,40-60,40-50,London,D,29,1993-10-27,1,1000,South East,Silver,1,8,5
0007687001,F,1931-04-14,1998-02-23,66,60-80,60-70,S & S East,C,19,1990-02-03,0,480,South East,Silver,0,6,9
0007690002,F,1935-01-02,1998-02-23,63,60-80,60-70,London,D,27,1992-04-02,0,3000,South East,Silver,0,10,6
0007695764,,1960-05-11,1998-02-23,37,20-40,30-40,N West,A,01,1990-04-05,1,1261.03,North,Silver,1,10,8
0007702736,F,1924-10-09,1998-02-23,73,60-80,70-80,Wales & West,D,31,1995-11-16,0,20457.129999999997,Midlands,Platinum,0,7,3
0007704828,,1959-03-22,1998-02-23,38,20-40,30-40,London,B,08,1987-12-11,0,0.009999999999999998,South East,Tin,0,8,11
0007737084,F,1931-02-19,1998-02-23,67,60-80,60-70,East,F,47,1994-03-17,0,6053.339999999999,Midlands,Gold,0,7,4
0007743580,F,1967-10-11,1998-02-23,30,20-40,30-40,London,B,07,1994-04-28,0,16000,South East,Gold,0,12,4
0007747969,U,1933-04-10,1998-02-23,64,60-80,60-70,East,,,1991-01-11,0,1000,Midlands,Silver,0,6,8
0007755546,F,1941-01-08,1998-02-23,57,40-60,50-60,London,F,48,1994-08-17,0,0.009999999999999998,South East,Tin,0,6,4
0007756933,M,1920-04-10,1998-02-23,,,,London,F,52,1994-11-14,0,20050,South East,Platinum,0,8,4
0007757085,F,1935-06-18,1998-02-23,62,60-80,60-70,London,E,41,1994-01-20,0,0.009999999999999998,South East,Tin,0,12,5
0007762682,F,1954-01-12,1998-02-23,44,40-60,40-50,Midlands,A,04,1989-04-03,1,0.019999999999999997,Midlands,Silver,1,,9
0007775539,F,1923-03-17,1998-02-23,74,60-80,70-80,London,B,12,1993-06-01,0,8000,South East,Gold,0,12,5
0007775997,F,1946-04-29,1998-02-23,51,40-60,50-60,S & S East,C,19,1989-04-12,0,18106.699999999997,South East,Gold,0,8,9
0007776144,F,1941-09-26,1998-02-23,56,40-60,50-60,S West,D,28,1993-12-06,1,2000,South West,Silver,1,8,5
0007794614,F,1928-07-05,1998-02-23,69,60-80,60-70,Midlands,B,11,1997-07-30,0,6000,Midlands,Gold,0,6,1
0007796129,M,1926-07-13,1998-02-23,71,60-80,70-80,London,E,41,1993-11-30,0,5000,South East,Silver,0,8,5
0007799675,M,1956-10-09,1998-02-23,41,40-60,40-50,London,C,22,1990-03-26,0,16947.44,South East,Gold,0,10,8
0007802382,F,1960-01-29,1998-02-23,38,20-40,30-40,Midlands,F,53,1990-07-01,1,2050.01,Midlands,Silver,1,14,8
0007804652,M,1935-06-10,1998-02-23,62,60-80,60-70,S West,C,23,1996-03-14,0,12000,South West,Gold,0,9,2
0007805535,F,1948-02-10,1998-02-23,50,40-60,50-60,London,A,01,1995-11-22,0,3000,South East,Silver,0,,3
0007805705,F,1953-01-17,1998-02-23,45,40-60,40-50,Wales & West,F,53,1994-02-04,0,0.009999999999999998,Midlands,Tin,0,3,5
0007807147,F,1942-01-29,1998-02-23,56,40-60,50-60,N East,A,03,1991-01-11,0,12000,North,Gold,0,4,8
0007807465,F,1946-11-10,1998-02-23,51,40-60,50-60,East,E,38,1994-01-15,0,8600,Midlands,Gold,0,16,5
0007808054,U,1963-06-28,1998-02-23,34,20-40,30-40,London,F,51,1997-07-08,0,100,South East,Silver,0,8,1
0007814720,M,1950-06-21,1998-02-23,47,40-60,40-50,London,A,03,1990-07-12,0,0.009999999999999998,South East,Tin,0,8,8
0007815662,F,1935-02-16,1998-02-23,63,60-80,60-70,East,B,05,1990-06-08,0,9052.65,Midlands,Gold,0,,8
0007816189,M,1961-10-23,1998-02-23,,,,London,D,29,1994-08-31,1,3000,South East,Silver,1,14,4
0007818580,F,1952-05-12,1998-02-23,45,40-60,40-50,Midlands,D,35,1994-04-26,0,0.009999999999999998,Midlands,Tin,0,10,4
0007832818,F,1965-09-05,1998-02-23,32,20-40,30-40,Wales & West,D,28,1994-01-12,1,0.009999999999999998,Midlands,Tin,1,8,5
0007833121,F,1944-07-13,1998-02-23,53,40-60,50-60,S & S East,C,24,1970-05-14,0,1500,South East,Silver,0,9,28
0007833261,M,1938-03-04,1998-02-23,60,60-80,60-70,Midlands,D,35,1994-04-06,0,0.009999999999999998,Midlands,Tin,0,13,4
0007836988,F,1957-03-31,1998-02-23,40,40-60,40-50,N West,D,32,1989-07-14,1,360,North,Silver,1,15,9
0007842546,,1935-05-23,1998-02-23,62,60-80,60-70,S & S East,C,24,1996-05-03,0,6000,South East,Gold,0,7,2
0007843844,U,1931-09-03,1998-02-23,66,60-80,60-70,Wales & West,C,23,1991-01-08,0,12000,Midlands,Gold,0,,8
0007846185,F,1931-06-08,1998-02-23,66,60-80,60-70,N Scot,B,11,1994-02-21,1,3000,Scottish,Silver,1,9,5
0007863721,F,1951-06-05,1998-02-23,46,40-60,40-50,,D,34,1990-10-17,0,0.009999999999999998,,Tin,0,13,8
0007869592,M,1940-05-26,1998-02-23,57,40-60,50-60,N West,E,37,1970-11-16,0,1000,North,Silver,0,2,28
0007870191,F,1940-09-08,1998-02-23,57,40-60,50-60,S & S East,C,19,1995-12-05,0,3151.25,South East,Silver,0,5,3
0007870337,U,1919-05-05,1998-02-23,78,60-80,70-80,London,A,02,1990-03-01,0,0.009999999999999998,South East,Tin,0,9,8
0007873638,M,1941-02-09,1998-02-23,57,40-60,50-60,Wales & West,F,51,1992-04-01,0,3000.01,Midlands,Silver,0,13,6
0007877706,F,1938-03-26,1998-02-23,,,,C Scotland,B,08,1994-02-12,2,0.009999999999999998,Scottish,Tin,1,13,5
0007879253,F,1936-08-01,1998-02-23,61,60-80,60-70,Yorkshire,A,04,1969-01-10,0,750,North,Silver,0,,30
0007879350,M,1966-10-03,1998-02-23,31,20-40,30-40,London,D,31,1994-02-04,1,0.009999999999999998,South East,Tin,1,9,5
0007879407,,1943-01-15,1998-02-23,55,40-60,50-60,Midlands,F,51,1994-07-06,0,0.009999999999999998,Midlands,Tin,0,6,4
0007879474,F,1950-10-22,1998-02-23,47,40-60,40-50,N West,C,19,1994-02-03,0,0.009999999999999998,North,Tin,0,6,5
0007880677,F,1958-05-18,1998-02-23,39,20-40,30-40,London,F,53,1993-02-23,1,1000,South East,Silver,1,7,6
0007881207,M,1960-04-09,1998-02-23,37,20-40,30-40,Yorkshire,C,24,1994-07-21,0,0.009999999999999998,North,Tin,0,6,4
0007881312,U,1928-09-26,1998-02-23,69,60-80,60-70,London,C,18,1990-02-01,0,3000,South East,Silver,0,10,9
0007884389,U,1948-12-04,1998-02-23,49,40-60,40-50,S & S East,F,51,1994-10-28,0,0.009999999999999998,South East,Tin,0,8,4
0007890915,F,1953-02-03,1998-02-23,45,40-60,40-50,Yorkshire,C,23,1992-03-05,0,18160.989999999998,North,Gold,0,6,6
0007900341,F,1946-09-25,1998-02-23,51,40-60,50-60,Yorkshire,B,08,1990-02-20,0,1000,North,Silver,0,8,9
0007900724,M,1956-08-30,1998-02-23,41,40-60,40-50,N East,F,53,1994-01-11,0,0.009999999999999998,North,Tin,0,10,5
0007900813,M,1942-07-17,1998-02-23,55,40-60,50-60,S & S East,F,46,1989-12-28,0,1500,South East,Silver,0,7,9
0007900929,F,1955-10-29,1998-02-23,42,40-60,40-50,London,C,17,1996-09-05,1,2000,South East,Silver,1,9,2
0007901399,F,1939-08-29,1998-02-23,58,40-60,50-60,Midlands,B,14,1995-11-07,0,20483.269999999997,Midlands,Platinum,0,10,3
0007901488,F,1951-11-05,1998-02-23,46,40-60,40-50,Wales & West,F,53,1993-09-20,0,0.009999999999999998,Midlands,Tin,0,13,5
0007901666,F,1962-05-29,1998-02-23,35,20-40,30-40,Midlands,B,08,1996-01-30,1,1000,Midlands,Silver,1,10,3
0007901739,,1938-09-14,1998-02-23,59,40-60,50-60,Yorkshire,D,35,1990-02-20,0,13000,North,Gold,0,9,9
0007901836,,1933-07-30,1998-02-23,64,60-80,60-70,S & S East,F,51,1987-04-22,0,5000,South East,Silver,0,11,11
0007903987,F,1950-11-04,1998-02-23,47,40-60,40-50,Midlands,D,28,1995-01-23,0,1000,Midlands,Silver,0,4,4
0007904606,M,1944-06-04,1998-02-23,53,40-60,50-60,London,E,38,,0,0.009999999999999998,South East,Tin,0,9,
0007904959,M,1962-12-04,1998-02-23,35,20-40,30-40,London,A,03,1997-04-18,1,1200,South East,Silver,1,8,1
0007905491,F,1952-10-19,1998-02-23,,,,Wales & West,F,51,1990-02-17,0,500,Midlands,Silver,0,9,9
0007910916,,1932-07-15,1998-02-23,65,60-80,60-70,Midlands,C,24,1990-09-01,0,1500.01,Midlands,Silver,0,10,8
0007913087,M,1954-02-21,1998-02-23,44,40-60,40-50,,D,34,1994-07-28,0,0.009999999999999998,,Tin,0,8,4
0007913508,F,1963-02-03,1998-02-23,35,20-40,30-40,London,D,31,1993-12-17,0,0.009999999999999998,South East,Tin,0,8,5
0007913621,,1933-12-23,1998-02-23,64,60-80,60-70,S & S East,A,04,1990-02-22,0,500,South East,Silver,0,12,9
0007916787,U,1953-02-22,1998-02-23,45,40-60,40-50,,F,53,1991-10-01,0,0.009999999999999998,,Tin,0,7,7
0007923619,F,1943-09-04,1998-02-23,54,40-60,50-60,Midlands,F,51,1994-04-15,0,2000,Midlands,Silver,0,6,4
0007924119,M,1923-08-15,1998-02-23,74,60-80,70-80,Wales & West,C,23,1990-02-20,0,8500.01,Midlands,Gold,0,6,9
0007926855,M,1936-01-20,1998-02-23,62,60-80,60-70,Yorkshire,B,12,1991-03-18,0,11025,North,Gold,0,9,7
0007926936,M,1947-10-08,1998-02-23,50,40-60,50-60,N Scot,E,38,1996-07-18,0,600,Scottish,Silver,0,9,2
0007927487,M,1931-02-04,1998-02-23,67,60-80,60-70,Yorkshire,E,41,1995-04-04,0,6000,North,Gold,0,12,3
0007928939,F,1946-12-24,1998-02-23,51,40-60,50-60,East,D,29,,0,0.009999999999999998,Midlands,Tin,0,11,
0007932219,M,1923-12-01,1998-02-23,74,60-80,70-80,London,E,37,1974-03-11,0,22000,South East,Platinum,0,12,24
0007932294,F,1926-09-17,1998-02-23,71,60-80,70-80,Midlands,A,02,1991-01-22,0,6000,Midlands,Gold,0,3,8
0007932499,M,1930-04-29,1998-02-23,67,60-80,60-70,London,C,19,1990-04-04,0,296313.85,South East,Platinum,0,10,8
0007932898,M,1928-12-04,1998-02-23,69,60-80,60-70,Wales & West,A,04,1995-10-18,0,3000,Midlands,Silver,0,7,3
0007933134,M,1941-11-08,1998-02-23,56,40-60,50-60,Midlands,C,23,1994-02-15,0,1500,Midlands,Silver,0,7,5
0007933401,U,1935-03-25,1998-02-23,62,60-80,60-70,London,E,37,1990-02-24,0,500,South East,Silver,0,12,9
0007933851,M,1936-01-11,1998-02-23,62,60-80,60-70,Yorkshire,F,52,1993-10-26,0,4000,North,Silver,0,4,5
0007934343,F,1960-11-10,1998-02-23,37,20-40,30-40,London,B,09,1987-04-01,1,219.94,South East,Silver,1,14,11
0007935676,M,1927-01-26,1998-02-23,71,60-80,70-80,London,E,41,1990-11-08,1,420,South East,Silver,1,8,8
0007936044,M,1923-05-14,1998-02-23,74,60-80,70-80,London,B,12,1993-05-25,0,12000,South East,Gold,0,4,5
0007936192,F,1962-09-07,1998-02-23,35,20-40,30-40,London,C,20,1993-11-19,1,1000,South East,Silver,1,18,5
0007936419,M,1953-09-19,1998-02-23,44,40-60,40-50,East,C,17,1991-06-14,1,7461.799999999999,Midlands,Gold,1,13,7
0007936478,M,1944-05-10,1998-02-23,53,40-60,50-60,Midlands,D,32,1989-11-01,0,100,Midlands,Silver,0,17,9
0007937253,F,1953-08-13,1998-02-23,44,40-60,40-50,Yorkshire,D,31,1990-07-01,1,0.009999999999999998,North,Tin,1,10,8
0007937342,F,1970-12-31,1998-02-23,27,20-40,20-30,London,A,04,1991-01-16,1,500,South East,Silver,1,11,8
0007937644,F,1954-08-16,1998-02-23,,,,S & S East,D,27,1995-11-24,2,3000,South East,Silver,1,20,3
0007939000,F,1948-04-10,1998-02-23,49,40-60,40-50,C Scotland,F,50,1993-12-29,0,0.009999999999999998,Scottish,Tin,0,4,5
0007939493,F,1962-05-10,1998-02-23,35,20-40,30-40,Midlands,E,39,1992-11-06,0,0.009999999999999998,Midlands,Tin,0,10,6
0007939787,F,1952-02-09,1998-02-23,46,40-60,40-50,N West,C,17,1993-09-20,0,0.009999999999999998,North,Tin,0,11,5
0007940335,M,1922-04-01,1998-02-23,75,60-80,70-80,Border,F,52,1996-01-24,0,12000,Scottish,Gold,0,10,3
0007940653,F,1943-06-13,1998-02-23,54,40-60,50-60,N West,E,37,1993-09-22,0,0.009999999999999998,North,Tin,0,16,5
0007940912,M,1949-04-29,1998-02-23,48,40-60,40-50,Wales & West,D,28,1993-12-14,0,0.009999999999999998,Midlands,Tin,0,9,5
0007941021,F,1944-03-01,1998-02-23,54,40-60,50-60,London,C,26,1991-08-01,1,0.009999999999999998,South East,Tin,1,5,7
0007941285,M,1936-12-19,1998-02-23,61,60-80,60-70,Yorkshire,F,52,1996-05-20,0,5000,North,Silver,0,6,2
0007941439,,1946-12-22,1998-02-23,51,40-60,50-60,Yorkshire,E,37,1994-02-10,0,0.009999999999999998,North,Tin,0,13,5
0007942370,F,1958-09-13,1998-02-23,,,,S & S East,E,41,1988-11-23,2,50,South East,Silver,1,10,10
0007942435,M,1921-12-26,1998-02-23,76,60-80,70-80,N West,B,08,1993-02-18,0,2000,North,Silver,0,4,6
0007949901,M,1938-06-18,1998-02-23,,,,N West,E,37,1993-10-04,0,0.009999999999999998,North,Tin,0,6,5
0007959834,U,1952-06-21,1998-02-23,45,40-60,40-50,London,A,04,1992-05-19,0,16053.349999999999,South East,Gold,0,10,6
0007961464,F,1928-11-13,1998-02-23,69,60-80,60-70,London,A,01,1990-02-14,0,500,South East,Silver,0,4,9
0007961642,F,1929-09-04,1998-02-23,68,60-80,60-70,Midlands,D,32,1991-04-01,1,0.009999999999999998,Midlands,Tin,1,10,7
